년,월,시도,시군구,대상가구수(호),가구당 평균 전력 사용량(kWh),가구당 평균 전기요금(원)
2016,7,서울특별시,광진구,173359.0,218.0,30316.0
2016,7,서울특별시,구로구,189195.0,233.0,28873.0
2016,7,서울특별시,금천구,113769.0,207.0,24615.0
2016,7,서울특별시,노원구,220134.0,247.0,28004.0
2016,7,서울특별시,도봉구,140611.0,243.0,29796.0
2016,7,서울특별시,동대문구,176392.0,219.0,27668.0
2016,7,서울특별시,동작구,183976.0,219.0,28073.0
2016,7,서울특별시,마포구,181897.0,232.0,31722.0
2016,7,서울특별시,서대문구,148975.0,223.0,29155.0
2016,7,서울특별시,서초구,179667.0,290.0,52467.0
2016,7,서울특별시,성동구,132098.0,241.0,31638.0
2016,7,서울특별시,성북구,198406.0,235.0,31262.0
2016,7,서울특별시,송파구,256481.0,253.0,36047.0
2016,7,서울특별시,양천구,183968.0,258.0,35301.0
2016,7,서울특별시,영등포구,187380.0,228.0,31113.0
2016,7,서울특별시,용산구,117502.0,258.0,45629.0
2016,7,서울특별시,은평구,206759.0,227.0,29591.0
2016,7,서울특별시,종로구,80767.0,215.0,33437.0
2016,7,서울특별시,중구,65565.0,227.0,35010.0
2016,7,서울특별시,중랑구,180457.0,224.0,28479.0
2016,8,서울특별시,강남구,254828.0,377.0,82812.0
2016,8,서울특별시,강동구,185159.0,315.0,54488.0
2016,8,서울특별시,강북구,147772.0,283.0,46781.0
2016,8,서울특별시,강서구,254925.0,306.0,54324.0
2016,8,서울특별시,관악구,272361.0,257.0,38358.0
2016,8,서울특별시,광진구,173559.0,298.0,56685.0
2016,8,서울특별시,구로구,189464.0,314.0,51539.0
2016,8,서울특별시,금천구,113851.0,279.0,44097.0
2016,8,서울특별시,노원구,220241.0,324.0,43739.0
2016,8,서울특별시,도봉구,140902.0,320.0,48982.0
2016,8,서울특별시,동대문구,176584.0,292.0,50682.0
2016,8,서울특별시,동작구,184262.0,295.0,50792.0
2016,8,서울특별시,마포구,181152.0,322.0,60310.0
2016,8,서울특별시,서대문구,148863.0,295.0,49243.0
2016,8,서울특별시,서초구,179785.0,397.0,94143.0
2016,8,서울특별시,성동구,135224.0,320.0,56747.0
2016,8,서울특별시,성북구,199707.0,308.0,54677.0
2016,8,서울특별시,송파구,258216.0,339.0,64577.0
2016,8,서울특별시,양천구,183949.0,346.0,61575.0
2016,8,서울특별시,영등포구,187178.0,304.0,51426.0
2016,8,서울특별시,용산구,117522.0,359.0,84614.0
2016,8,서울특별시,은평구,206392.0,301.0,53236.0
2016,8,서울특별시,종로구,80783.0,283.0,56315.0
2016,8,서울특별시,중구,65553.0,308.0,59268.0
2016,8,서울특별시,중랑구,180786.0,297.0,51464.0
2016,9,서울특별시,강남구,255683.0,286.0,31161.0
2016,9,서울특별시,강동구,185353.0,254.0,20725.0
2016,9,서울특별시,강북구,147903.0,248.0,19275.0
2016,9,서울특별시,강서구,257124.0,259.0,19592.0
2016,9,서울특별시,관악구,272893.0,219.0,15691.0
2016,9,서울특별시,광진구,173861.0,241.0,20183.0
2016,9,서울특별시,구로구,189424.0,261.0,19749.0
2016,9,서울특별시,금천구,113897.0,234.0,16834.0
2016,9,서울특별시,노원구,220340.0,271.0,22123.0
2016,9,서울특별시,도봉구,141097.0,266.0,21741.0
2016,9,서울특별시,동대문구,176706.0,250.0,19510.0
2016,9,서울특별시,동작구,184505.0,247.0,20754.0
2016,9,서울특별시,마포구,181206.0,257.0,21471.0
2016,9,서울특별시,서대문구,148552.0,244.0,21766.0
2016,9,서울특별시,서초구,179875.0,308.0,38594.0
2016,9,서울특별시,성동구,135304.0,278.0,26325.0
2016,9,서울특별시,성북구,199592.0,268.0,23772.0
2016,9,서울특별시,송파구,258333.0,291.0,31208.0
2016,9,서울특별시,양천구,183899.0,295.0,30349.0
2016,9,서울특별시,영등포구,186553.0,250.0,22372.0
2016,9,서울특별시,용산구,117507.0,290.0,37850.0
2016,9,서울특별시,은평구,206320.0,265.0,23409.0
2016,9,서울특별시,종로구,80831.0,235.0,23769.0
2016,9,서울특별시,중구,65627.0,250.0,25162.0
2016,9,서울특별시,중랑구,181053.0,251.0,17719.0
2016,10,서울특별시,강남구,255131.0,229.0,29748.0
2016,10,서울특별시,강동구,185237.0,204.0,22281.0
2016,10,서울특별시,강북구,147928.0,196.0,19695.0
2016,10,서울특별시,강서구,259185.0,201.0,20947.0
2016,10,서울특별시,관악구,273243.0,174.0,17032.0
2016,10,서울특별시,광진구,174048.0,187.0,20536.0
2016,10,서울특별시,구로구,189502.0,208.0,21235.0
2016,10,서울특별시,금천구,114333.0,186.0,18667.0
2016,10,서울특별시,노원구,220566.0,222.0,21008.0
2016,10,서울특별시,도봉구,141216.0,218.0,22272.0
2016,10,서울특별시,동대문구,176860.0,193.0,20026.0
2016,10,서울특별시,동작구,184595.0,196.0,20767.0
2016,10,서울특별시,마포구,181309.0,193.0,22889.0
2016,10,서울특별시,서대문구,148280.0,200.0,21436.0
2016,10,서울특별시,서초구,180086.0,241.0,32955.0
2016,10,서울특별시,성동구,135230.0,210.0,21538.0
2016,10,서울특별시,성북구,199896.0,210.0,23226.0
2016,10,서울특별시,송파구,258219.0,221.0,24874.0
2016,10,서울특별시,양천구,183688.0,231.0,25141.0
2016,10,서울특별시,영등포구,186514.0,198.0,20937.0
2016,10,서울특별시,용산구,117461.0,218.0,29460.0
2016,10,서울특별시,은평구,206343.0,208.0,22046.0
2016,10,서울특별시,종로구,80803.0,185.0,23213.0
2016,10,서울특별시,중구,65645.0,196.0,22891.0
2016,10,서울특별시,중랑구,181129.0,200.0,20981.0
2016,11,서울특별시,강남구,255121.0,232.0,32303.0
2016,11,서울특별시,강동구,184427.0,215.0,26293.0
2016,11,서울특별시,강북구,148323.0,206.0,24042.0
2016,11,서울특별시,강서구,261071.0,211.0,24881.0
2016,11,서울특별시,관악구,273912.0,180.0,20033.0
2016,11,서울특별시,광진구,174364.0,194.0,23729.0
2016,11,서울특별시,구로구,189650.0,217.0,25256.0
2016,11,서울특별시,금천구,114505.0,195.0,22036.0
2016,11,서울특별시,노원구,221100.0,235.0,25670.0
2016,11,서울특별시,도봉구,141326.0,232.0,27101.0
2016,11,서울특별시,동대문구,177386.0,200.0,23372.0
2016,11,서울특별시,동작구,184741.0,204.0,24374.0
2016,11,서울특별시,마포구,181584.0,206.0,24862.0
2016,11,서울특별시,서대문구,148283.0,206.0,24742.0
2016,11,서울특별시,서초구,180479.0,246.0,32524.0
2016,11,서울특별시,성동구,135286.0,217.0,25851.0
2016,11,서울특별시,성북구,199816.0,219.0,27369.0
2016,11,서울특별시,송파구,258646.0,230.0,29533.0
2016,11,서울특별시,양천구,183547.0,239.0,29387.0
2016,11,서울특별시,영등포구,187489.0,203.0,23789.0
2016,11,서울특별시,용산구,117773.0,222.0,31677.0
2016,11,서울특별시,은평구,206502.0,217.0,26918.0
2016,11,서울특별시,종로구,83047.0,188.0,25941.0
2016,11,서울특별시,중구,65815.0,203.0,25591.0
2016,11,서울특별시,중랑구,181910.0,209.0,24569.0
2016,12,서울특별시,강남구,255238.0,240.0,30579.0
2016,12,서울특별시,강동구,184436.0,223.0,26282.0
2016,12,서울특별시,강북구,149267.0,212.0,24433.0
2016,12,서울특별시,강서구,263008.0,214.0,24780.0
2016,12,서울특별시,관악구,274320.0,186.0,20191.0
2016,12,서울특별시,광진구,174621.0,201.0,23718.0
2016,12,서울특별시,구로구,189766.0,226.0,25581.0
2016,12,서울특별시,금천구,114669.0,202.0,22315.0
2016,12,서울특별시,노원구,221136.0,243.0,26154.0
2016,12,서울특별시,도봉구,141351.0,241.0,27467.0
2016,12,서울특별시,동대문구,177861.0,208.0,24019.0
2016,12,서울특별시,동작구,184935.0,210.0,24359.0
2016,12,서울특별시,마포구,181284.0,212.0,23080.0
2016,12,서울특별시,서대문구,148619.0,215.0,25240.0
2016,12,서울특별시,서초구,180536.0,257.0,35015.0
2016,12,서울특별시,성동구,135328.0,226.0,26503.0
2016,12,서울특별시,성북구,199438.0,227.0,27735.0
2016,12,서울특별시,송파구,259173.0,237.0,29376.0
2016,12,서울특별시,양천구,183298.0,246.0,29219.0
2016,12,서울특별시,영등포구,187363.0,213.0,24213.0
2016,12,서울특별시,용산구,118658.0,229.0,30430.0
2016,12,서울특별시,은평구,206867.0,225.0,27490.0
2016,12,서울특별시,종로구,83199.0,198.0,26172.0
2016,12,서울특별시,중구,65847.0,213.0,25805.0
2016,12,서울특별시,중랑구,182054.0,219.0,25401.0
2017,1,서울특별시,전체,4468653.0,236.0,26914.0
2017,2,서울특별시,전체,4471467.0,238.0,27294.0
2017,3,서울특별시,전체,4478389.0,208.0,21336.0
2017,4,서울특별시,전체,4482548.0,216.0,22995.0
2017,5,서울특별시,전체,4489360.0,202.0,20586.0
2017,6,서울특별시,전체,4492219.0,210.0,21738.0
2017,1,서울특별시,강남구,256031.0,251.0,30606.0
2017,1,서울특별시,강동구,184788.0,238.0,27296.0
2017,1,서울특별시,강북구,149424.0,228.0,25295.0
2017,1,서울특별시,강서구,263721.0,226.0,25329.0
2017,1,서울특별시,관악구,275346.0,200.0,20967.0
2017,1,서울특별시,광진구,174981.0,215.0,24463.0
2017,1,서울특별시,구로구,190001.0,239.0,26415.0
2017,1,서울특별시,금천구,115253.0,218.0,23662.0
2017,1,서울특별시,노원구,221283.0,259.0,27026.0
2017,1,서울특별시,도봉구,141405.0,257.0,28383.0
2017,1,서울특별시,동대문구,178116.0,223.0,24720.0
2017,1,서울특별시,동작구,185040.0,223.0,25116.0
2017,1,서울특별시,마포구,180944.0,229.0,25968.0
2017,1,서울특별시,서대문구,148685.0,228.0,26179.0
2017,1,서울특별시,서초구,181634.0,269.0,34311.0
2017,1,서울특별시,성동구,135541.0,244.0,27367.0
2017,1,서울특별시,성북구,199452.0,244.0,28124.0
2017,1,서울특별시,송파구,259198.0,252.0,30003.0
2017,1,서울특별시,양천구,182512.0,261.0,29786.0
2017,1,서울특별시,영등포구,187301.0,226.0,25165.0
2017,1,서울특별시,용산구,118702.0,244.0,30571.0
2017,1,서울특별시,은평구,206914.0,240.0,27971.0
2017,1,서울특별시,종로구,83207.0,212.0,26338.0
2017,1,서울특별시,중구,67176.0,223.0,25907.0
2017,1,서울특별시,중랑구,181998.0,233.0,25653.0
2017,2,서울특별시,강남구,256032.0,248.0,29721.0
2017,2,서울특별시,강동구,185497.0,240.0,27667.0
2017,2,서울특별시,강북구,149529.0,234.0,26231.0
2017,2,서울특별시,강서구,264147.0,229.0,25767.0
2017,2,서울특별시,관악구,276026.0,202.0,21505.0
2017,2,서울특별시,광진구,175639.0,217.0,24707.0
2017,2,서울특별시,구로구,190126.0,242.0,26933.0
2017,2,서울특별시,금천구,115310.0,221.0,24015.0
2017,2,서울특별시,노원구,221156.0,260.0,27316.0
2017,2,서울특별시,도봉구,141434.0,261.0,29093.0
2017,2,서울특별시,동대문구,178327.0,226.0,25418.0
2017,2,서울특별시,동작구,185138.0,226.0,25490.0
2017,2,서울특별시,마포구,181054.0,231.0,26332.0
2017,2,서울특별시,서대문구,148745.0,229.0,25877.0
2017,2,서울특별시,서초구,181678.0,266.0,33656.0
2017,2,서울특별시,성동구,135627.0,249.0,28244.0
2017,2,서울특별시,성북구,199435.0,250.0,29480.0
2017,2,서울특별시,송파구,259124.0,254.0,30245.0
2017,2,서울특별시,양천구,181888.0,262.0,30020.0
2017,2,서울특별시,영등포구,187120.0,226.0,24987.0
2017,2,서울특별시,용산구,118719.0,246.0,31199.0
2017,2,서울특별시,은평구,206977.0,245.0,28914.0
2017,2,서울특별시,종로구,83329.0,214.0,27125.0
2017,2,서울특별시,중구,67215.0,225.0,26403.0
2017,2,서울특별시,중랑구,182195.0,237.0,26691.0
2017,3,서울특별시,강남구,256191.0,225.0,25250.0
2017,3,서울특별시,강동구,185791.0,209.0,21674.0
2017,3,서울특별시,강북구,149881.0,200.0,19663.0
2017,3,서울특별시,강서구,264277.0,202.0,20318.0
2017,3,서울특별시,관악구,276293.0,174.0,16272.0
2017,3,서울특별시,광진구,175898.0,187.0,19191.0
2017,3,서울특별시,구로구,190426.0,211.0,21034.0
2017,3,서울특별시,금천구,115454.0,192.0,18483.0
2017,3,서울특별시,노원구,221454.0,225.0,20054.0
2017,3,서울특별시,도봉구,141656.0,223.0,21582.0
2017,3,서울특별시,동대문구,178687.0,196.0,19507.0
2017,3,서울특별시,동작구,185363.0,196.0,19772.0
2017,3,서울특별시,마포구,181434.0,200.0,20184.0
2017,3,서울특별시,서대문구,148819.0,203.0,20773.0
2017,3,서울특별시,서초구,181838.0,239.0,27981.0
2017,3,서울특별시,성동구,136418.0,216.0,21894.0
2017,3,서울특별시,성북구,199681.0,216.0,22402.0
2017,3,서울특별시,송파구,259598.0,224.0,23856.0
2017,3,서울특별시,양천구,181894.0,232.0,23724.0
2017,3,서울특별시,영등포구,187442.0,201.0,20093.0
2017,3,서울특별시,용산구,118922.0,213.0,23985.0
2017,3,서울특별시,은평구,208051.0,212.0,22371.0
2017,3,서울특별시,종로구,83389.0,187.0,22784.0
2017,3,서울특별시,중구,67248.0,198.0,20543.0
2017,3,서울특별시,중랑구,182284.0,205.0,20387.0
2017,4,서울특별시,강남구,256284.0,232.0,26371.0
2017,4,서울특별시,강동구,185131.0,218.0,23372.0
2017,4,서울특별시,강북구,150304.0,208.0,21371.0
2017,4,서울특별시,강서구,264219.0,211.0,22172.0
2017,4,서울특별시,관악구,276783.0,182.0,17687.0
2017,4,서울특별시,광진구,176012.0,195.0,20645.0
2017,4,서울특별시,구로구,190671.0,218.0,22567.0
2017,4,서울특별시,금천구,115857.0,198.0,19960.0
2017,4,서울특별시,노원구,221662.0,237.0,22896.0
2017,4,서울특별시,도봉구,142258.0,233.0,24013.0
2017,4,서울특별시,동대문구,178987.0,203.0,20858.0
2017,4,서울특별시,동작구,185616.0,205.0,21455.0
2017,4,서울특별시,마포구,181382.0,209.0,22087.0
2017,4,서울특별시,서대문구,148787.0,211.0,22085.0
2017,4,서울특별시,서초구,181614.0,246.0,29584.0
2017,4,서울특별시,성동구,136683.0,225.0,23737.0
2017,4,서울특별시,성북구,199593.0,227.0,24280.0
2017,4,서울특별시,송파구,259517.0,237.0,26306.0
2017,4,서울특별시,양천구,181693.0,241.0,25914.0
2017,4,서울특별시,영등포구,188833.0,202.0,20792.0
2017,4,서울특별시,용산구,118917.0,221.0,25576.0
2017,4,서울특별시,은평구,208072.0,220.0,24073.0
2017,4,서울특별시,종로구,83740.0,191.0,21823.0
2017,4,서울특별시,중구,67341.0,203.0,21632.0
2017,4,서울특별시,중랑구,182592.0,213.0,21995.0
2017,5,서울특별시,강남구,256421.0,221.0,24639.0
2017,5,서울특별시,강동구,185251.0,205.0,21078.0
2017,5,서울특별시,강북구,150698.0,192.0,18623.0
2017,5,서울특별시,강서구,264724.0,198.0,19861.0
2017,5,서울특별시,관악구,277285.0,169.0,15526.0
2017,5,서울특별시,광진구,176236.0,182.0,18405.0
2017,5,서울특별시,구로구,191147.0,204.0,20104.0
2017,5,서울특별시,금천구,115950.0,182.0,17241.0
2017,5,서울특별시,노원구,221652.0,219.0,19985.0
2017,5,서울특별시,도봉구,142440.0,215.0,20961.0
2017,5,서울특별시,동대문구,178950.0,189.0,18611.0
2017,5,서울특별시,동작구,185718.0,191.0,19031.0
2017,5,서울특별시,마포구,181375.0,195.0,19726.0
2017,5,서울특별시,서대문구,148735.0,199.0,20100.0
2017,5,서울특별시,서초구,181913.0,234.0,27332.0
2017,5,서울특별시,성동구,136706.0,210.0,21167.0
2017,5,서울특별시,성북구,199623.0,211.0,21649.0
2017,5,서울특별시,송파구,261847.0,221.0,23516.0
2017,5,서울특별시,양천구,181724.0,228.0,23588.0
2017,5,서울특별시,영등포구,189047.0,191.0,19000.0
2017,5,서울특별시,용산구,119557.0,206.0,22923.0
2017,5,서울특별시,은평구,208234.0,204.0,21276.0
2017,5,서울특별시,종로구,83816.0,177.0,19447.0
2017,5,서울특별시,중구,67496.0,189.0,19420.0
2017,5,서울특별시,중랑구,182815.0,198.0,19465.0
2017,6,서울특별시,강남구,254997.0,236.0,27215.0
2017,6,서울특별시,강동구,185336.0,213.0,22238.0
2017,6,서울특별시,강북구,150935.0,196.0,19161.0
2017,6,서울특별시,강서구,264895.0,204.0,20696.0
2017,6,서울특별시,관악구,277977.0,175.0,16276.0
2017,6,서울특별시,광진구,176710.0,189.0,19549.0
2017,6,서울특별시,구로구,191238.0,211.0,20995.0
2017,6,서울특별시,금천구,116040.0,189.0,18090.0
2017,6,서울특별시,노원구,221728.0,225.0,20825.0
2017,6,서울특별시,도봉구,142641.0,220.0,21677.0
2017,6,서울특별시,동대문구,179287.0,196.0,19547.0
2017,6,서울특별시,동작구,186400.0,198.0,19991.0
2017,6,서울특별시,마포구,181459.0,205.0,21274.0
2017,6,서울특별시,서대문구,148450.0,204.0,20829.0
2017,6,서울특별시,서초구,181361.0,246.0,29555.0
2017,6,서울특별시,성동구,137561.0,219.0,22624.0
2017,6,서울특별시,성북구,199580.0,217.0,22611.0
2017,6,서울특별시,송파구,261883.0,230.0,25003.0
2017,6,서울특별시,양천구,181622.0,234.0,24541.0
2017,6,서울특별시,영등포구,189169.0,197.0,20027.0
2017,6,서울특별시,용산구,119578.0,219.0,25522.0
2017,6,서울특별시,은평구,209028.0,208.0,21852.0
2017,6,서울특별시,종로구,83841.0,184.0,20574.0
2017,6,서울특별시,중구,67555.0,198.0,20991.0
2017,6,서울특별시,중랑구,182948.0,202.0,20175.0
2017,7,서울특별시,전체,4495876.0,248.0,29346.0
2017,8,서울특별시,전체,4504246.0,300.0,40599.0
2017,9,서울특별시,전체,4513796.0,233.0,25903.0
2017,10,서울특별시,전체,4517074.0,203.0,20657.0
2017,11,서울특별시,전체,4524785.0,213.0,22346.0
2017,12,서울특별시,전체,4529914.0,228.0,25043.0
2017,7,서울특별시,강남구,254985.0,304.0,43205.0
2017,7,서울특별시,강동구,185534.0,255.0,30284.0
2017,7,서울특별시,강북구,151301.0,221.0,23930.0
2017,7,서울특별시,강서구,265221.0,237.0,26758.0
2017,7,서울특별시,관악구,278392.0,203.0,20858.0
2017,7,서울특별시,광진구,176868.0,230.0,27732.0
2017,7,서울특별시,구로구,191416.0,246.0,27379.0
2017,7,서울특별시,금천구,116244.0,218.0,23197.0
2017,7,서울특별시,노원구,221696.0,260.0,26479.0
2017,7,서울특별시,도봉구,142699.0,254.0,27627.0
2017,7,서울특별시,동대문구,179790.0,227.0,25151.0
2017,7,서울특별시,동작구,186924.0,230.0,26010.0
2017,7,서울특별시,마포구,181328.0,252.0,30114.0
2017,7,서울특별시,서대문구,148881.0,242.0,28046.0
2017,7,서울특별시,서초구,178928.0,303.0,43055.0
2017,7,서울특별시,성동구,137635.0,257.0,29942.0
2017,7,서울특별시,성북구,199809.0,248.0,28314.0
2017,7,서울특별시,송파구,263099.0,270.0,33324.0
2017,7,서울특별시,양천구,181509.0,275.0,32653.0
2017,7,서울특별시,영등포구,188832.0,240.0,28192.0
2017,7,서울특별시,용산구,119619.0,272.0,38031.0
2017,7,서울특별시,은평구,210374.0,235.0,27108.0
2017,7,서울특별시,종로구,83932.0,222.0,28653.0
2017,7,서울특별시,중구,67804.0,241.0,30394.0
2017,7,서울특별시,중랑구,183056.0,237.0,26691.0
2017,8,서울특별시,강남구,254968.0,349.0,53265.0
2017,8,서울특별시,강동구,185693.0,300.0,39972.0
2017,8,서울특별시,강북구,151563.0,269.0,33941.0
2017,8,서울특별시,강서구,265401.0,294.0,38958.0
2017,8,서울특별시,관악구,278792.0,244.0,28853.0
2017,8,서울특별시,광진구,177068.0,275.0,37377.0
2017,8,서울특별시,구로구,192420.0,298.0,38492.0
2017,8,서울특별시,금천구,117377.0,265.0,32692.0
2017,8,서울특별시,노원구,221668.0,306.0,35848.0
2017,8,서울특별시,도봉구,142941.0,301.0,37611.0
2017,8,서울특별시,동대문구,179927.0,281.0,36401.0
2017,8,서울특별시,동작구,187261.0,278.0,36135.0
2017,8,서울특별시,마포구,181654.0,304.0,41925.0
2017,8,서울특별시,서대문구,149013.0,285.0,37298.0
2017,8,서울특별시,서초구,181098.0,381.0,62124.0
2017,8,서울특별시,성동구,137708.0,324.0,44338.0
2017,8,서울특별시,성북구,200576.0,301.0,40295.0
2017,8,서울특별시,송파구,263280.0,332.0,47118.0
2017,8,서울특별시,양천구,181505.0,333.0,46028.0
2017,8,서울특별시,영등포구,189190.0,285.0,37104.0
2017,8,서울특별시,용산구,119695.0,328.0,53414.0
2017,8,서울특별시,은평구,210418.0,293.0,39875.0
2017,8,서울특별시,종로구,83989.0,265.0,38245.0
2017,8,서울특별시,중구,67856.0,284.0,40151.0
2017,8,서울특별시,중랑구,183185.0,285.0,36702.0
2017,9,서울특별시,강남구,254985.0,262.0,31931.0
2017,9,서울특별시,강동구,185657.0,232.0,25576.0
2017,9,서울특별시,강북구,151798.0,217.0,22929.0
2017,9,서울특별시,강서구,265804.0,229.0,24893.0
2017,9,서울특별시,관악구,280165.0,195.0,19376.0
2017,9,서울특별시,광진구,178021.0,212.0,23475.0
2017,9,서울특별시,구로구,192625.0,232.0,24510.0
2017,9,서울특별시,금천구,117896.0,211.0,21800.0
2017,9,서울특별시,노원구,221463.0,243.0,23562.0
2017,9,서울특별시,도봉구,143205.0,237.0,24683.0
2017,9,서울특별시,동대문구,180548.0,217.0,23022.0
2017,9,서울특별시,동작구,187524.0,219.0,23679.0
2017,9,서울특별시,마포구,183119.0,229.0,25506.0
2017,9,서울특별시,서대문구,149130.0,225.0,24271.0
2017,9,서울특별시,서초구,181860.0,274.0,35319.0
2017,9,서울특별시,성동구,138833.0,250.0,27972.0
2017,9,서울특별시,성북구,200848.0,241.0,27055.0
2017,9,서울특별시,송파구,263525.0,262.0,30895.0
2017,9,서울특별시,양천구,181533.0,266.0,30489.0
2017,9,서울특별시,영등포구,189452.0,221.0,23725.0
2017,9,서울특별시,용산구,119816.0,249.0,32178.0
2017,9,서울특별시,은평구,210638.0,233.0,26188.0
2017,9,서울특별시,종로구,84075.0,206.0,24656.0
2017,9,서울특별시,중구,67917.0,220.0,25120.0
2017,9,서울특별시,중랑구,183359.0,223.0,23638.0
2017,10,서울특별시,강남구,255085.0,227.0,25386.0
2017,10,서울특별시,강동구,186536.0,203.0,20755.0
2017,10,서울특별시,강북구,152052.0,190.0,18408.0
2017,10,서울특별시,강서구,266373.0,200.0,20019.0
2017,10,서울특별시,관악구,281337.0,168.0,15377.0
2017,10,서울특별시,광진구,178167.0,182.0,18425.0
2017,10,서울특별시,구로구,192599.0,205.0,20172.0
2017,10,서울특별시,금천구,117992.0,185.0,17665.0
2017,10,서울특별시,노원구,221395.0,217.0,19660.0
2017,10,서울특별시,도봉구,143328.0,214.0,20658.0
2017,10,서울특별시,동대문구,180674.0,189.0,18442.0
2017,10,서울특별시,동작구,187856.0,191.0,18969.0
2017,10,서울특별시,마포구,183183.0,197.0,19937.0
2017,10,서울특별시,서대문구,149197.0,200.0,19918.0
2017,10,서울특별시,서초구,180942.0,239.0,28019.0
2017,10,서울특별시,성동구,138565.0,214.0,21617.0
2017,10,서울특별시,성북구,200781.0,210.0,21396.0
2017,10,서울특별시,송파구,264158.0,223.0,23746.0
2017,10,서울특별시,양천구,181476.0,230.0,23781.0
2017,10,서울특별시,영등포구,189808.0,194.0,19274.0
2017,10,서울특별시,용산구,119379.0,211.0,23788.0
2017,10,서울특별시,은평구,210633.0,204.0,21068.0
2017,10,서울특별시,종로구,84123.0,179.0,19702.0
2017,10,서울특별시,중구,67987.0,191.0,19684.0
2017,10,서울특별시,중랑구,183448.0,197.0,19283.0
2017,11,서울특별시,강남구,254725.0,234.0,26683.0
2017,11,서울특별시,강동구,186670.0,216.0,22725.0
2017,11,서울특별시,강북구,152277.0,201.0,20334.0
2017,11,서울특별시,강서구,266701.0,209.0,21623.0
2017,11,서울특별시,관악구,282242.0,175.0,16827.0
2017,11,서울특별시,광진구,178431.0,190.0,19910.0
2017,11,서울특별시,구로구,192696.0,215.0,21878.0
2017,11,서울특별시,금천구,118095.0,195.0,19523.0
2017,11,서울특별시,노원구,221350.0,233.0,22157.0
2017,11,서울특별시,도봉구,143499.0,229.0,23173.0
2017,11,서울특별시,동대문구,180831.0,198.0,19932.0
2017,11,서울특별시,동작구,188221.0,200.0,20572.0
2017,11,서울특별시,마포구,183388.0,206.0,21401.0
2017,11,서울특별시,서대문구,149290.0,209.0,21527.0
2017,11,서울특별시,서초구,181043.0,247.0,29598.0
2017,11,서울특별시,성동구,139829.0,222.0,22880.0
2017,11,서울특별시,성북구,200823.0,220.0,23168.0
2017,11,서울특별시,송파구,265953.0,235.0,25679.0
2017,11,서울특별시,양천구,181609.0,240.0,25513.0
2017,11,서울특별시,영등포구,190871.0,201.0,20420.0
2017,11,서울특별시,용산구,119519.0,218.0,25103.0
2017,11,서울특별시,은평구,210701.0,215.0,23028.0
2017,11,서울특별시,종로구,84219.0,188.0,21254.0
2017,11,서울특별시,중구,68127.0,200.0,21169.0
2017,11,서울특별시,중랑구,183675.0,208.0,21165.0
2017,12,서울특별시,강남구,254243.0,249.0,29659.0
2017,12,서울특별시,강동구,186116.0,233.0,25467.0
2017,12,서울특별시,강북구,152587.0,216.0,22948.0
2017,12,서울특별시,강서구,266843.0,221.0,23782.0
2017,12,서울특별시,관악구,283013.0,187.0,18806.0
2017,12,서울특별시,광진구,178633.0,205.0,22478.0
2017,12,서울특별시,구로구,192761.0,230.0,24400.0
2017,12,서울특별시,금천구,118407.0,209.0,21787.0
2017,12,서울특별시,노원구,221251.0,248.0,24494.0
2017,12,서울특별시,도봉구,143586.0,246.0,25954.0
2017,12,서울특별시,동대문구,182783.0,213.0,22557.0
2017,12,서울특별시,동작구,189160.0,212.0,22715.0
2017,12,서울특별시,마포구,183421.0,222.0,24288.0
2017,12,서울특별시,서대문구,149411.0,226.0,24737.0
2017,12,서울특별시,서초구,181380.0,263.0,32665.0
2017,12,서울특별시,성동구,139847.0,238.0,25771.0
2017,12,서울특별시,성북구,200549.0,236.0,26206.0
2017,12,서울특별시,송파구,266894.0,248.0,28237.0
2017,12,서울특별시,양천구,181710.0,253.0,27775.0
2017,12,서울특별시,영등포구,190860.0,219.0,23528.0
2017,12,서울특별시,용산구,119488.0,236.0,28734.0
2017,12,서울특별시,은평구,210644.0,230.0,25792.0
2017,12,서울특별시,종로구,84279.0,209.0,25228.0
2017,12,서울특별시,중구,68255.0,220.0,24931.0
2017,12,서울특별시,중랑구,183793.0,225.0,24078.0
2018,1,서울특별시,전체,4535178.0,245.0,28223.0
2018,2,서울특별시,전체,4539683.0,247.0,28714.0
2018,3,서울특별시,전체,4544889.0,211.0,21900.0
2018,4,서울특별시,전체,4554272.0,216.0,22830.0
2018,5,서울특별시,전체,4562357.0,203.0,20585.0
2018,6,서울특별시,전체,4568233.0,213.0,22340.0
2018,1,서울특별시,강남구,254171.0,263.0,32681.0
2018,1,서울특별시,강동구,186452.0,248.0,28421.0
2018,1,서울특별시,강북구,152927.0,234.0,26514.0
2018,1,서울특별시,강서구,267312.0,237.0,26532.0
2018,1,서울특별시,관악구,283644.0,202.0,21275.0
2018,1,서울특별시,광진구,178801.0,220.0,25382.0
2018,1,서울특별시,구로구,193070.0,247.0,27393.0
2018,1,서울특별시,금천구,118603.0,225.0,24664.0
2018,1,서울특별시,노원구,221209.0,264.0,27390.0
2018,1,서울특별시,도봉구,143883.0,262.0,28996.0
2018,1,서울특별시,동대문구,182971.0,229.0,25806.0
2018,1,서울특별시,동작구,189446.0,227.0,25593.0
2018,1,서울특별시,마포구,183380.0,238.0,27292.0
2018,1,서울특별시,서대문구,149606.0,242.0,27516.0
2018,1,서울특별시,서초구,181636.0,280.0,36437.0
