년,월,시도,시군구,대상가구수(호),가구당 평균 전력 사용량(kWh),가구당 평균 전기요금(원),열대야일수,폭염일수,한파일수
2023,12,광주광역시,전체,796826,224,30326,0,0,0
2015,1,인천광역시,전체,1218353,257,35128,0,0,0
2015,2,인천광역시,전체,1219105,252,33763,0,0,0
2015,3,인천광역시,전체,1222001,222,26327,0,0,0
2015,4,인천광역시,전체,1224395,231,28427,0,0,0
2015,5,인천광역시,전체,1224070,215,24763,0,0,0
2015,6,인천광역시,전체,1229105,219,25726,0,0,0
2015,7,인천광역시,전체,1230932,225,25900,3,0,0
2015,8,인천광역시,전체,1233738,274,38074,8,1,0
2015,9,인천광역시,전체,1236471,239,28943,0,0,0
2015,10,인천광역시,전체,1240627,212,23886,0,0,0
2015,11,인천광역시,전체,1245796,225,27216,0,0,0
2015,12,인천광역시,전체,1247565,234,29260,0,0,0
2016,1,인천광역시,전체,1248697,251,33508,0,0,3
2016,2,인천광역시,전체,1249677,254,34328,0,0,0
2016,3,인천광역시,전체,1250597,228,27633,0,0,0
2016,4,인천광역시,전체,1253229,228,27693,0,0,0
2016,5,인천광역시,전체,1256822,213,24399,0,0,0
2016,6,인천광역시,전체,1257446,217,25252,0,0,0
2016,7,인천광역시,전체,1261488,231,28968,9,0,0
2016,8,인천광역시,전체,1263229,309,50849,24,8,0
2016,9,인천광역시,전체,1266310,260,20169,0,0,0
2016,10,인천광역시,전체,1268361,211,22380,0,0,0
2016,11,인천광역시,전체,1272154,223,26715,0,0,0
2016,12,인천광역시,전체,1272723,232,27087,0,0,0
2017,1,인천광역시,전체,1277795,247,27937,0,0,0
2017,2,인천광역시,전체,1279697,251,28495,0,0,0
2017,3,인천광역시,전체,1284668,217,21910,0,0,0
2017,4,인천광역시,전체,1287784,226,23882,0,0,0
2017,5,인천광역시,전체,1293173,209,21045,0,0,0
2017,6,인천광역시,전체,1297288,211,21339,0,0,0
2017,7,인천광역시,전체,1305372,243,27289,8,0,0
2017,8,인천광역시,전체,1309541,296,38546,10,2,0
2017,9,인천광역시,전체,1315207,233,25312,0,0,0
2017,10,인천광역시,전체,1317417,207,20737,0,0,0
2017,11,인천광역시,전체,1318642,220,22859,0,0,0
2017,12,인천광역시,전체,1319532,236,25765,0,0,0
2018,1,인천광역시,전체,1319610,253,28854,0,0,6
2018,2,인천광역시,전체,1324692,257,29586,0,0,0
2018,3,인천광역시,전체,1327554,219,22661,0,0,0
2018,4,인천광역시,전체,1334066,225,23679,0,0,0
2018,5,인천광역시,전체,1336511,210,21229,0,0,0
2018,6,인천광역시,전체,1337262,215,21984,0,0,0
2018,7,인천광역시,전체,1341628,241,27168,11,6,0
2018,8,인천광역시,전체,1345852,365,44283,16,14,0
2018,9,인천광역시,전체,1349669,259,25272,0,0,0
2018,10,인천광역시,전체,1352400,207,20462,0,0,0
2018,11,인천광역시,전체,1356283,220,22734,0,0,0
2018,12,인천광역시,전체,1361775,231,24729,0,0,1
2019,1,인천광역시,전체,1366057,251,28258,0,0,0
2019,2,인천광역시,전체,1367100,247,27363,0,0,0
2019,3,인천광역시,전체,1369464,215,21687,0,0,0
2019,4,인천광역시,전체,1370658,226,23615,0,0,0
2019,5,인천광역시,전체,1373257,209,20841,0,0,0
2019,6,인천광역시,전체,1375232,212,21196,0,0,0
2019,7,인천광역시,전체,1379550,228,21854,4,2,0
2019,8,인천광역시,전체,1384447,314,35128,11,7,0
2019,9,인천광역시,전체,1386296,267,29117,1,0,0
2019,10,인천광역시,전체,1387311,214,21620,0,0,0
2019,11,인천광역시,전체,1392684,218,22281,0,0,0
2019,12,인천광역시,전체,1393151,231,24521,0,0,0
2020,1,인천광역시,전체,1395640,246,27528,0,0,0
2020,2,인천광역시,전체,1398843,245,27435,0,0,0
2020,3,인천광역시,전체,1401555,230,24584,0,0,0
2020,4,인천광역시,전체,1403509,232,25213,0,0,0
2020,5,인천광역시,전체,1405882,218,22596,0,0,0
2020,6,인천광역시,전체,1407041,225,23657,0,0,0
2020,7,인천광역시,전체,1408358,233,22964,0,0,0
2020,8,인천광역시,전체,1412704,280,29259,7,1,0
2020,9,인천광역시,전체,1414436,292,34128,0,0,0
2020,10,인천광역시,전체,1416018,217,22384,0,0,0
2020,11,인천광역시,전체,1421477,226,23869,0,0,0
2020,12,인천광역시,전체,1422918,241,26621,0,0,0
2021,1,인천광역시,전체,1428581,268,31296,0,0,3
2021,2,인천광역시,전체,1432139,257,29090,0,0,0
2021,3,인천광역시,전체,1433628,222,22564,0,0,0
2021,4,인천광역시,전체,1438517,228,23652,0,0,0
2021,5,인천광역시,전체,1439554,216,21563,0,0,0
2021,6,인천광역시,전체,1442128,224,22860,0,0,0
2021,7,인천광역시,전체,1438852,270,29753,19,8,0
2021,8,인천광역시,전체,1445400,368,46625,3,0,0
2021,9,인천광역시,전체,1448763,269,28966,0,0,0
2021,10,인천광역시,전체,1449740,228,24755,0,0,0
2021,11,인천광역시,전체,1454431,231,25077,0,0,0
2021,12,인천광역시,전체,1458383,238,26419,0,0,2
2022,1,인천광역시,전체,1472121,260,30823,0,0,0
2022,2,인천광역시,전체,1473401,258,30267,0,0,0
2022,3,인천광역시,전체,1478842,228,24751,0,0,0
2022,4,인천광역시,전체,1473840,231,24763,0,0,0
2022,5,인천광역시,전체,1476685,211,22000,0,0,0
2022,6,인천광역시,전체,1480225,219,23278,0,0,0
2022,7,인천광역시,전체,1485904,278,31722,7,2,0
2022,8,인천광역시,전체,1489684,334,39769,8,0,0
2022,9,인천광역시,전체,1491688,269,29758,0,0,0
2022,10,인천광역시,전체,1494613,222,24798,0,0,0
2022,11,인천광역시,전체,1495668,224,25988,0,0,0
2022,12,인천광역시,전체,1505587,236,28165,0,0,3
2023,1,인천광역시,전체,1513232,259,34373,0,0,2
2023,2,인천광역시,전체,1514791,251,34418,0,0,0
2023,3,인천광역시,전체,1516351,216,27611,0,0,0
2023,4,인천광역시,전체,1526056,221,28497,0,0,0
2023,5,인천광역시,전체,1527258,211,26882,0,0,0
2023,6,인천광역시,전체,1533782,220,29863,0,0,0
2023,7,인천광역시,전체,1537868,267,37521,7,1,0
2023,8,인천광역시,전체,1542839,349,53252,14,2,0
2023,9,인천광역시,전체,1545956,300,44924,1,0,0
2023,10,인천광역시,전체,1548536,226,25292,0,0,0
2023,11,인천광역시,전체,1550226,222,24528,0,0,0
2023,12,인천광역시,전체,1552739,238,27049,0,0,3
2024,1,인천광역시,전체,1553748,258,30582,0,0,1
2024,2,인천광역시,전체,1556279,252,29560,0,0,0
2024,3,인천광역시,전체,1558077,228,25379,0,0,0
2024,4,인천광역시,전체,1560196,225,25022,0,0,0
2024,5,인천광역시,전체,1568401,210,28290,0,0,0
2024,6,인천광역시,전체,1573175,223,24755,0,0,0
2024,7,인천광역시,전체,1575910,271,30471,11,1,0
2024,8,인천광역시,전체,1578747,382,16180,25,11,0
2024,9,인천광역시,전체,1584440,361,15614,10,1,0
2024,10,인천광역시,전체,1585281,248,29127,0,0,0
2024,11,인천광역시,전체,1590326,220,24192,0,0,0
2024,12,인천광역시,전체,1593765,234,32979,0,0,0
2015,1,울산광역시,전체,510779,259,35380,0,0,0
2015,2,울산광역시,전체,510883,256,34522,0,0,0
2015,3,울산광역시,전체,512839,224,26588,0,0,0
2015,4,울산광역시,전체,515044,235,29088,0,0,0
2015,5,울산광역시,전체,515648,218,25110,0,0,0
2015,6,울산광역시,전체,519656,217,25103,0,0,0
2015,7,울산광역시,전체,521045,215,24061,8,6,0
2015,8,울산광역시,전체,521426,281,39291,6,10,0
2015,9,울산광역시,전체,522525,237,29275,0,0,0
2015,10,울산광역시,전체,522943,212,23603,0,0,0
2015,11,울산광역시,전체,524868,226,27075,0,0,0
2015,12,울산광역시,전체,526029,233,28881,0,0,0
2016,1,울산광역시,전체,526427,249,33018,0,0,0
2016,2,울산광역시,전체,527257,256,34725,0,0,0
2016,3,울산광역시,전체,527871,228,27566,0,0,0
2016,4,울산광역시,전체,528610,231,28224,0,0,0
2016,5,울산광역시,전체,528679,213,24356,0,0,0
2016,6,울산광역시,전체,529366,215,24696,0,0,0
2016,7,울산광역시,전체,529371,226,27036,5,6,0
2016,8,울산광역시,전체,529608,293,45932,8,8,0
2016,9,울산광역시,전체,531073,256,17904,0,0,0
2016,10,울산광역시,전체,532742,213,22542,0,0,0
2016,11,울산광역시,전체,534981,222,26432,0,0,0
2016,12,울산광역시,전체,535288,225,26144,0,0,0
2017,1,울산광역시,전체,536272,242,27123,0,0,0
2017,2,울산광역시,전체,536625,245,27623,0,0,0
2017,3,울산광역시,전체,537567,213,21401,0,0,0
2017,4,울산광역시,전체,541069,226,23956,0,0,0
2017,5,울산광역시,전체,543706,206,20601,0,1,0
2017,6,울산광역시,전체,545677,206,20750,0,0,0
2017,7,울산광역시,전체,546471,231,25142,8,11,0
2017,8,울산광역시,전체,546986,289,36587,5,7,0
2017,9,울산광역시,전체,547576,242,27072,0,0,0
2017,10,울산광역시,전체,549364,205,20461,0,0,0
2017,11,울산광역시,전체,550719,216,22313,0,0,0
2017,12,울산광역시,전체,552496,226,24217,0,0,0
2018,1,울산광역시,전체,552754,246,27824,0,0,1
2018,2,울산광역시,전체,553549,249,28409,0,0,0
2018,3,울산광역시,전체,555132,213,21908,0,0,0
2018,4,울산광역시,전체,556298,220,23197,0,0,0
2018,5,울산광역시,전체,557013,206,20644,0,0,0
2018,6,울산광역시,전체,557349,211,21507,0,1,0
2018,7,울산광역시,전체,557593,231,25036,12,14,0
2018,8,울산광역시,전체,558544,338,39625,10,8,0
2018,9,울산광역시,전체,559903,254,22797,0,0,0
2018,10,울산광역시,전체,562808,204,20079,0,0,0
2018,11,울산광역시,전체,568179,210,21482,0,0,0
2018,12,울산광역시,전체,569296,218,22825,0,0,0
2019,1,울산광역시,전체,569546,238,26615,0,0,0
2019,2,울산광역시,전체,571730,236,26190,0,0,0
2019,3,울산광역시,전체,572884,205,20591,0,0,0
2019,4,울산광역시,전체,573741,216,22682,0,0,0
2019,5,울산광역시,전체,575284,201,20007,0,0,0
2019,6,울산광역시,전체,575609,205,20601,0,0,0
2019,7,울산광역시,전체,575573,208,19436,5,2,0
2019,8,울산광역시,전체,575850,290,30368,8,6,0
2019,9,울산광역시,전체,576225,267,28452,1,0,0
2019,10,울산광역시,전체,576246,213,21661,0,0,0
2019,11,울산광역시,전체,576499,213,21716,0,0,0
2019,12,울산광역시,전체,576433,221,23014,0,0,0
2020,1,울산광역시,전체,576430,238,26351,0,0,0
2020,2,울산광역시,전체,576344,242,27015,0,0,0
2020,3,울산광역시,전체,576392,228,24385,0,0,0
2020,4,울산광역시,전체,577010,232,25373,0,0,0
2020,5,울산광역시,전체,577013,215,22304,0,0,0
2020,6,울산광역시,전체,576940,217,22517,0,0,0
2020,7,울산광역시,전체,577954,220,21499,0,0,0
2020,8,울산광역시,전체,577690,268,26525,13,11,0
2020,9,울산광역시,전체,577620,313,37326,1,0,0
2020,10,울산광역시,전체,577815,215,21936,0,0,0
2020,11,울산광역시,전체,578499,220,22864,0,0,0
2020,12,울산광역시,전체,578726,229,24542,0,0,0
2021,1,울산광역시,전체,578261,259,29626,0,0,1
2021,2,울산광역시,전체,579012,253,28340,0,0,0
2021,3,울산광역시,전체,578846,217,21677,0,0,0
2021,4,울산광역시,전체,578899,226,23538,0,0,0
2021,5,울산광역시,전체,578805,213,21252,0,0,0
2021,6,울산광역시,전체,578214,220,22307,0,0,0
2021,7,울산광역시,전체,577891,235,23330,1,2,0
2021,8,울산광역시,전체,578043,324,36614,2,5,0
2021,9,울산광역시,전체,578194,269,28067,0,0,0
2021,10,울산광역시,전체,578757,223,23795,0,0,0
2021,11,울산광역시,전체,578620,225,24164,0,0,0
2021,12,울산광역시,전체,579143,228,24653,0,0,0
2022,1,울산광역시,전체,579319,251,29052,0,0,0
2022,2,울산광역시,전체,570267,254,30083,0,0,0
2022,3,울산광역시,전체,570228,223,24321,0,0,0
2022,4,울산광역시,전체,570590,231,24950,0,0,0
2022,5,울산광역시,전체,570404,210,22038,0,0,0
2022,6,울산광역시,전체,570296,216,23054,1,0,0
2022,7,울산광역시,전체,570177,265,29920,5,2,0
2022,8,울산광역시,전체,570897,321,36591,14,8,0
2022,9,울산광역시,전체,573857,280,31164,0,0,0
2022,10,울산광역시,전체,573803,216,23748,0,0,0
2022,11,울산광역시,전체,574618,218,25258,0,0,0
2022,12,울산광역시,전체,574405,225,26496,0,0,0
2023,1,울산광역시,전체,574389,250,32455,0,0,1
2023,2,울산광역시,전체,574333,248,34227,0,0,0
2023,3,울산광역시,전체,574955,211,26918,0,0,0
2023,4,울산광역시,전체,575727,218,28448,0,0,0
2023,5,울산광역시,전체,577656,207,26418,0,0,0
2023,6,울산광역시,전체,579297,215,29085,0,0,0
2023,7,울산광역시,전체,580565,239,32534,2,2,0
2023,8,울산광역시,전체,580493,325,47356,3,4,0
2023,9,울산광역시,전체,580589,300,43928,0,0,0
2023,10,울산광역시,전체,581196,224,31130,0,0,0
2023,11,울산광역시,전체,581675,214,29376,0,0,0
2023,12,울산광역시,전체,581868,225,31366,0,0,0
2024,1,울산광역시,전체,584146,245,35734,0,0,0
2024,2,울산광역시,전체,584381,247,36095,0,0,0
2024,3,울산광역시,전체,584959,224,31180,0,0,0
2024,4,울산광역시,전체,585030,224,31418,0,0,0
2024,5,울산광역시,전체,585610,208,28271,0,0,0
2024,6,울산광역시,전체,585131,214,29694,0,1,0
2024,7,울산광역시,전체,585200,254,35698,13,7,0
2024,8,울산광역시,전체,585839,370,42360,7,10,0
2024,9,울산광역시,전체,587318,353,56290,3,5,0
2024,10,울산광역시,전체,587424,256,38007,0,0,0
2024,11,울산광역시,전체,587679,220,30153,0,0,0
2024,12,울산광역시,전체,588430,224,31160,0,0,0
2015,1,서울특별시,전체,4365397,248,34809,0,0,0
2015,2,서울특별시,전체,4369346,242,33000,0,0,1
2015,3,서울특별시,전체,4369258,214,26309,0,0,0
2015,4,서울특별시,전체,4373778,223,28192,0,0,0
2015,5,서울특별시,전체,4378279,208,24867,0,0,0
2015,6,서울특별시,전체,4381376,216,26963,0,1,0
2015,7,서울특별시,전체,4382767,229,29243,7,4,0
2015,8,서울특별시,전체,4384681,278,42880,5,3,0
2015,9,서울특별시,전체,4390197,239,31003,0,0,0
2015,10,서울특별시,전체,4389707,207,24366,0,0,0
2015,11,서울특별시,전체,4392491,218,27155,0,0,0
2015,12,서울특별시,전체,4394879,227,29151,0,0,0
2016,1,서울특별시,전체,4399911,242,33041,0,0,5
2016,2,서울특별시,전체,4404389,245,33790,0,0,0
2016,3,서울특별시,전체,4410047,219,27362,0,0,0
2016,4,서울특별시,전체,4414548,219,27199,0,0,0
2016,5,서울특별시,전체,4421494,206,24417,0,0,0
2016,6,서울특별시,전체,4427182,215,26747,0,0,0
2016,7,서울특별시,전체,4431201,235,32209,10,4,0
2016,8,서울특별시,전체,4439018,315,56756,22,20,0
2016,9,서울특별시,전체,4443438,262,23543,0,0,0
2016,10,서울특별시,전체,4446447,206,22614,0,0,0
2016,11,서울특별시,전체,4456103,214,26111,0,0,0
2016,12,서울특별시,전체,4462272,222,26227,0,0,0
2017,1,서울특별시,전체,4468653,236,26914,0,0,1
2017,2,서울특별시,전체,4471467,238,27294,0,0,0
2017,3,서울특별시,전체,4478389,208,21336,0,0,0
2017,4,서울특별시,전체,4482548,216,22995,0,0,0
2017,5,서울특별시,전체,4489360,202,20586,0,0,0
2017,6,서울특별시,전체,4492219,210,21738,0,1,0
2017,7,서울특별시,전체,4495876,248,29346,10,5,0
2017,8,서울특별시,전체,4504246,300,40599,9,7,0
2017,9,서울특별시,전체,4513796,233,25903,0,0,0
2017,10,서울특별시,전체,4517074,203,20657,0,0,0
2017,11,서울특별시,전체,4524785,213,22346,0,0,0
2017,12,서울특별시,전체,4529914,228,25043,0,0,2
2018,1,서울특별시,전체,4535178,245,28223,0,0,7
2018,2,서울특별시,전체,4539683,247,28714,0,0,3
2018,3,서울특별시,전체,4544889,211,21900,0,0,0
2018,4,서울특별시,전체,4554272,216,22830,0,0,0
2018,5,서울특별시,전체,4562357,203,20585,0,0,0
2018,6,서울특별시,전체,4568233,213,22340,0,0,0
2018,7,서울특별시,전체,4575584,245,28742,12,16,0
2018,8,서울특별시,전체,4591968,371,49154,17,19,0
2018,9,서울특별시,전체,4599038,261,25066,0,0,0
2018,10,서울특별시,전체,4598825,201,19978,0,0,0
2018,11,서울특별시,전체,4608670,211,21876,0,0,0
2018,12,서울특별시,전체,4613070,222,23758,0,0,1
2019,1,서울특별시,전체,4617350,240,27166,0,0,0
2019,2,서울특별시,전체,4620355,234,25948,0,0,0
2019,3,서울특별시,전체,4634329,205,20679,0,0,0
2019,4,서울특별시,전체,4643126,215,22429,0,0,0
2019,5,서울특별시,전체,4649911,200,19908,0,1,0
2019,6,서울특별시,전체,4657690,207,21099,0,0,0
2019,7,서울특별시,전체,4667648,229,22911,6,4,0
2019,8,서울특별시,전체,4677003,308,35502,11,10,0
2019,9,서울특별시,전체,4686246,261,28926,0,0,0
2019,10,서울특별시,전체,4689110,207,20986,0,0,0
2019,11,서울특별시,전체,4696180,208,21278,0,0,0
2019,12,서울특별시,전체,4700507,220,23309,0,0,0
2020,1,서울특별시,전체,4705280,234,26193,0,0,0
2020,2,서울특별시,전체,4707557,233,26031,0,0,0
2020,3,서울특별시,전체,4714415,220,23630,0,0,0
2020,4,서울특별시,전체,4723785,222,23921,0,0,0
2020,5,서울특별시,전체,4731749,208,21524,0,0,0
2020,6,서울특별시,전체,4738702,222,24056,0,2,0
2020,7,서울특별시,전체,4746749,238,24826,0,0,0
2020,8,서울특별시,전체,4751818,276,29781,13,2,0
2020,9,서울특별시,전체,4756152,287,34306,0,0,0
2020,10,서울특별시,전체,4763625,210,21730,0,0,0
2020,11,서울특별시,전체,4772339,216,22803,0,0,0
2020,12,서울특별시,전체,4774486,231,25610,0,0,2
2021,1,서울특별시,전체,4777855,257,30216,0,0,5
2021,2,서울특별시,전체,4784548,245,27807,0,0,0
2021,3,서울특별시,전체,4787473,211,21305,0,0,0
2021,4,서울특별시,전체,4793381,216,22312,0,0,0
2021,5,서울특별시,전체,4798550,206,20498,0,0,0
2021,6,서울특별시,전체,4803182,218,22594,0,0,0
2022,1,서울특별시,전체,3995818,233,27293,0,0,0
2022,2,서울특별시,전체,4761227,245,29316,0,0,0
2022,3,서울특별시,전체,4764225,218,23943,0,0,0
2022,4,서울특별시,전체,4768114,220,23731,0,0,0
2022,5,서울특별시,전체,4770008,202,21156,0,0,0
2022,6,서울특별시,전체,4773180,214,23177,2,0,0
2022,7,서울특별시,전체,4779332,277,32985,10,10,0
2022,8,서울특별시,전체,4786966,329,40713,12,0,0
2022,9,서울특별시,전체,4790550,261,29601,0,0,0
2022,10,서울특별시,전체,4795050,213,24285,0,0,0
2022,11,서울특별시,전체,4801628,212,24904,0,0,0
2022,12,서울특별시,전체,4803896,225,27243,0,0,4
2023,1,서울특별시,전체,4807229,247,33227,0,0,2
2023,2,서울특별시,전체,4813757,238,32909,0,0,0
2023,3,서울특별시,전체,4818859,204,26256,0,0,0
2023,4,서울특별시,전체,4821114,210,27168,0,0,0
2023,5,서울특별시,전체,4825130,201,25795,0,0,0
2023,6,서울특별시,전체,4828850,216,29845,1,2,0
2023,7,서울특별시,전체,4834192,266,38599,9,6,0
2023,8,서울특별시,전체,4838055,340,52895,14,11,0
2023,9,서울특별시,전체,4843078,292,43930,1,0,0
2023,10,서울특별시,전체,4848664,216,28357,0,0,0
2023,11,서울특별시,전체,4857156,211,29064,0,0,0
2023,12,서울특별시,전체,4870737,224,27903,0,0,5
2024,1,서울특별시,전체,4874414,242,31450,0,0,1
2024,2,서울특별시,전체,4877485,235,30234,0,0,0
2024,3,서울특별시,전체,4880106,213,29629,0,0,0
2024,4,서울특별시,전체,4882040,211,29231,0,0,0
2024,5,서울특별시,전체,4885748,198,26766,0,0,0
2024,6,서울특별시,전체,4890087,218,26717,1,4,0
2024,7,서울특별시,전체,4890640,267,29916,13,2,0
2024,8,서울특별시,전체,4893594,364,17000,25,21,0
2024,9,서울특별시,전체,4897255,346,16221,9,6,0
2024,10,서울특별시,전체,4902482,236,30340,0,0,0
2024,11,서울특별시,전체,4911167,207,28440,0,0,0
2024,12,서울특별시,전체,4916320,219,31022,0,0,0
2021,7,서울특별시,전체,4809953,270,30938,17,15,0
2021,8,서울특별시,전체,4810246,362,47660,4,3,0
2021,9,서울특별시,전체,4814257,259,28247,0,0,0
2021,10,서울특별시,전체,4816654,218,23838,0,0,0
2021,11,서울특별시,전체,4820320,217,23609,0,0,0
2021,12,서울특별시,전체,4825957,225,25115,0,0,3
